"タイトル","説明","品物番号","定価",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高482mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.6 kg<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：65.1 lm/W<br>【ステンレスポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高482mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5031SU","29000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高482mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.6 kg<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：65.1 lm/W<br>【ステンレスポール】オフブラック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高482mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5031BU","29000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高312mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：65.1 lm/W<br>【ステンレスポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高312mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5030YU","27800",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高312mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：65.1 lm/W<br>【ステンレスポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高312mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5030SU","27800",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高312mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：65.1 lm/W<br>【ステンレスポール】オフブラック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高312mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5030BU","27800",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型・明るさセンサ付／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：258 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカスト本体】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高1000mm<br>Ra80<br>明るさセンサ付<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>壁面近接限度50cm<br>","XLGEJ551HF","42500",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型・FreePaお出迎え・点灯省エネ型・明るさセンサ付／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：258 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：50.5 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカスト本体】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径φ100<br>PaPIRs・明るさセンサ付<br>壁スイッチ切替（センサ←→連続点灯）<br>センサ可動範囲〔水平方向340度、下方向20度〕<br>点灯照度調整機能付<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.091 A<br>調光操作不可<br>ケーブル別売<br>","XLGEC551HF","53600",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：215 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：50 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE552HF","45100",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高600mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：215 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：50 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高600mm<br>Ra80<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE552LF","41900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型・明るさセンサ付／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：215 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：50 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカスト本体】オフブラック<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高1000mm<br>Ra80<br>明るさセンサ付<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>壁面近接限度50cm<br>","XLGEJ552HF","53600",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型・FreePaお出迎え・点灯省エネ型・明るさセンサ付／地上高1052mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：248 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：48.6 lm/W<br>【アクリルグローブ】乳白つや消し<br>【アルミダイカスト本体】シルバーメタリック<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>地中埋込型、地上高1052mm<br>Ra80<br>ポール径φ100<br>PaPIRs・明るさセンサ付<br>壁スイッチ切替（センサ←→連続点灯）<br>センサ可動範囲〔水平方向340度、下方向20度〕<br>点灯照度調整機能付<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.091 A<br>調光操作不可<br>ケーブル別売<br>","XLGEC519HU","65100",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高784mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.9 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】オフブラック<br>【ステンレスポール】オフブラック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高784mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5042BU","36200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高484mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.6 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】オフブラック<br>【ステンレスポール】オフブラック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高484mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5041BU","33900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高314mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】オフブラック<br>【ステンレスポール】オフブラック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高314mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5040BU","32700",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高784mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.9 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高784mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5042SU","36200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高484mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.6 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高484mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5041SU","33900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高314mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高314mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5040SU","32700",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高784mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.9 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高784mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5042YU","36200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高484mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.6 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高484mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5041YU","33900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高314mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.3 kg<br>器具光束：200 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：46.5 lm/W<br>【遮光板】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高314mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5040YU","32700",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高1054mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アクリルグローブ】乳白つや消し<br>【アルミダイカスト本体】シルバーメタリック<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>地中埋込型、地上高1054mm<br>Ra80<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE510HU","49100",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高654mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アクリルグローブ】乳白つや消し<br>【アルミダイカスト本体】シルバーメタリック<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>地中埋込型、地上高654mm<br>Ra80<br>ポール径φ100<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE510LU","45900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】ダークブラウンメタリック<br>【アルミポール】ダークブラウンメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE540AHF","65500",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高600mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】ダークブラウンメタリック<br>【アルミポール】ダークブラウンメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高600mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE540ALF","62000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】シルバーメタリック<br>【アルミポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5342S","65500",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高600mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】シルバーメタリック<br>【アルミポール】シルバーメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高600mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5341S","62000",
