"タイトル","説明","品物番号","定価",
"天井吊下型　LED（電球色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：424 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：98.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】透明<br>【アクリルセード】乳白つや消し<br>天井吊下型、ガラスセードタイプ・アクリルセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15455K","33000",
"天井吊下型　LED（温白色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：424 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：98.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】透明<br>【アクリルセード】乳白つや消し<br>天井吊下型、ガラスセードタイプ・アクリルセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15456K","33000",
"配線ダクト取付型　LED（電球色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：424 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：98.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】透明<br>【アクリルセード】乳白つや消し<br>配線ダクト取付型、ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16455K","34000",
"配線ダクト取付型　LED（温白色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：424 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：98.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】透明<br>【アクリルセード】乳白つや消し<br>配線ダクト取付型、ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16456K","34000",
"天井吊下型　LED（電球色）　ペンダント　ガラスセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ110 mm　<br>高：188 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.8 kg<br>器具光束：370 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：86 lm/W<br>【ガラスセード】タンフロスト<br>天井吊下型、ガラスセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>手造りの風合いが特長の商品ですので、一品一品寸法、および色味・形状・仕上げが異なります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15482K","60000",
"天井吊下型　LED（温白色）　ペンダント　ガラスセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ110 mm　<br>高：188 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.8 kg<br>器具光束：370 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：86 lm/W<br>【ガラスセード】タンフロスト<br>天井吊下型、ガラスセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>手造りの風合いが特長の商品ですので、一品一品寸法、および色味・形状・仕上げが異なります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15483K","60000",
"配線ダクト取付型　LED（電球色）　ペンダント　ガラスセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ110 mm　<br>高：188 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.8 kg<br>器具光束：370 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：86 lm/W<br>【ガラスセード】タンフロスト<br>配線ダクト取付型、ガラスセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>手造りの風合いが特長の商品ですので、一品一品寸法、および色味・形状・仕上げが異なります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16402K","60000",
"配線ダクト取付型　LED（温白色）　ペンダント　ガラスセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ110 mm　<br>高：188 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.8 kg<br>器具光束：370 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：86 lm/W<br>【ガラスセード】タンフロスト<br>配線ダクト取付型、ガラスセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>手造りの風合いが特長の商品ですので、一品一品寸法、および色味・形状・仕上げが異なります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16403K","60000",
"天井吊下型　LED（電球色）　ペンダント　直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：348 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：80.9 lm/W<br>デザイン分類：Casual／Natural<br>天井吊下型、直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01088・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15464K","18400",
"天井吊下型　LED（温白色）　ペンダント　直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：348 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：80.9 lm/W<br>デザイン分類：Casual／Natural<br>天井吊下型、直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01088・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15465K","18400",
"配線ダクト取付型　LED（電球色）　ペンダント　ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：348 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：80.9 lm/W<br>デザイン分類：Casual／Natural<br>配線ダクト取付型、ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01088・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16464K","19400",
"配線ダクト取付型　LED（温白色）　ペンダント　ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：348 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：80.9 lm/W<br>デザイン分類：Casual／Natural<br>配線ダクト取付型、ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01088・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16465K","19400",
"天井吊下型　LED（電球色）　ペンダント　直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>天井吊下型、直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15466K","18400",
"天井吊下型　LED（温白色）　ペンダント　直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>天井吊下型、直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15467K","18400",
"配線ダクト取付型　LED（電球色）　ペンダント　ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>配線ダクト取付型、ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16466K","19400",
"配線ダクト取付型　LED（温白色）　ペンダント　ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ120 mm　<br>高：122 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.5 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>配線ダクト取付型、ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16467K","19400",
"天井吊下型　LED（電球色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：252 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】スモーク<br>【アクリルセード】乳白つや消し<br>天井吊下型、ガラスセードタイプ・アクリルセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15458K","36000",
"天井吊下型　LED（温白色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・直付タイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：252 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】スモーク<br>【アクリルセード】乳白つや消し<br>天井吊下型、ガラスセードタイプ・アクリルセードタイプ・直付タイプ<br>Ra80<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>55度までの傾斜天井に取付可能<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB15459K","36000",
"配線ダクト取付型　LED（電球色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：252 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】スモーク<br>【アクリルセード】乳白つや消し<br>配線ダクト取付型、ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16458K","37000",
"配線ダクト取付型　LED（温白色）　ペンダント　ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ135 mm　<br>高：275 mm　<br>全高：700～1200 mm 調節可能<br>質量：0.7 kg<br>器具光束：252 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.6 lm/W<br>デザイン分類：Stylish Modern／Villa Resort<br>【ガラスセード】スモーク<br>【アクリルセード】乳白つや消し<br>配線ダクト取付型、ガラスセードタイプ・アクリルセードタイプ・ダクトタイプ<br>Ra80<br>100V配線ダクト用<br>コード50cm収納可能<br>コード収納型フランジ<br>40形電球1灯器具相当<br>コードアジャスタ取付可能（LK01089・別売）<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>引掛シーリングには取り付け不可<br>","LGB16459K","37000",
