"タイトル","説明","品物番号","定価",
"配線ダクト取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：107.5 lm/W<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5560V CC1","34100",
"配線ダクト取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：107.5 lm/W<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5560N CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：1020 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：103 lm/W<br>【プラスチックセード】ホワイト<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5000L CC1","32100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：1020 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：103 lm/W<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5500L CC1","32100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：101 lm/W<br>【プラスチックセード】ホワイト<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5020L CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：101 lm/W<br>【プラスチックセード】ホワイト<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5060L CC1","34100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：101 lm/W<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5520L CC1","34100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：1000 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：101 lm/W<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5560L CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：93 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5001V CC1","32100",
"天井直付型・壁直付型・据置取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：93 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5001N CC1","32100",
"配線ダクト取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：93 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5501V CC1","32100",
"配線ダクト取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：93 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5501N CC1","32100",
"天井直付型・壁直付型・据置取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5021V CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5021N CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5061V CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5061N CC1","34100",
"配線ダクト取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5521V CC1","34100",
"配線ダクト取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5521N CC1","34100",
