"タイトル","説明","品物番号","定価",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：200 mm　<br>高：179 mm　<br>出しろ：287 mm<br>質量：0.65 kg<br>器具光束：342 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：79.5 lm/W<br>デザイン分類：Vintage<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB81533F","27800",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：200 mm　<br>高：179 mm　<br>出しろ：287 mm<br>質量：0.65 kg<br>器具光束：342 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：79.5 lm/W<br>デザイン分類：Vintage<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB81534F","27800",
"壁直付型　LED（電球色）　ブラケット　密閉型　LED電球交換型　白熱電球50形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：120 mm　<br>高：120 mm　<br>出しろ：129 mm<br>質量：1.2 kg<br>器具光束：321 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：74.6 lm/W<br>デザイン分類：Casual<br>【ガラスカバー】乳白つや消し<br>壁直付型、密閉型<br>Ra80<br>カバーキャッチ付<br>50形電球1灯器具相当<br>密閉型<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>天井、横壁近接限度10cm<br>","LGB87030F","20300",
"壁直付型　LED（電球色）　ブラケット　密閉型　LED電球交換型　白熱電球50形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：140 mm　<br>高：140 mm　<br>出しろ：120 mm<br>質量：0.7 kg<br>器具光束：321 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：74.6 lm/W<br>デザイン分類：Casual<br>【ガラスカバー】乳白つや消し<br>壁直付型、密閉型<br>Ra80<br>カバーキャッチ付<br>50形電球1灯器具相当<br>密閉型<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB87031F","20300",
"壁直付型　LED（電球色）　ブラケット　上面カバー付（非密閉）　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：180 mm　<br>高：203 mm　<br>出しろ：130 mm<br>質量：0.6 kg<br>器具光束：312 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：72.5 lm/W<br>デザイン分類：Casual<br>【クリーンアクリルカバー】乳白<br>壁直付型、上面カバー付（非密閉）<br>Ra80<br>上面カバー付（非密閉）<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>天井近接限度10cm<br>","LGB87020F","18000",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：130 mm　<br>高：130 mm　<br>出しろ：130 mm<br>質量：0.3 kg<br>器具光束：294 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：68.3 lm/W<br>デザイン分類：数寄屋<br>【木製】白木<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>手造り品ですので色味・模様が多少異なることがあります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB87058K","22000",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：130 mm　<br>高：130 mm　<br>出しろ：130 mm<br>質量：0.3 kg<br>器具光束：294 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：68.3 lm/W<br>デザイン分類：民芸<br>【木製】ダークブラウン<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>手造り品ですので色味・模様が多少異なることがあります。<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB87059K","23700",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：120 mm　<br>高：202 mm　<br>出しろ：153 mm<br>質量：0.6 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB81618K","23700",
"壁直付型　LED（温白色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：120 mm　<br>高：202 mm　<br>出しろ：153 mm<br>質量：0.6 kg<br>器具光束：262 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.9 lm/W<br>デザイン分類：Casual／Vintage<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB81621K","23700",
"壁直付型　LED（電球色）　ブラケット　上下面開放型・プルスイッチ付　LED電球交換型　白熱電球50形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：110 mm　<br>高：110 mm　<br>出しろ：110 mm<br>質量：0.3 kg<br>器具光束：259 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：60.2 lm/W<br>デザイン分類：Stylish Modern<br>壁直付型、上下面開放型・プルスイッチ付<br>Ra80<br>プルスイッチ付<br>上下面開放型<br>50形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>ボックス取り付け不可<br>","LGB87036F","18200",
"天井直付型・壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：100 mm　<br>高：100 mm　<br>出しろ：137 mm<br>質量：0.55 kg<br>器具光束：250 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.1 lm/W<br>デザイン分類：Casual<br>【ガラスカバー】乳白つや消し<br>天井直付型・壁直付型<br>Ra80<br>壁面・天井面取付専用<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB81563F","17100",
"天井直付型・壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：100 mm　<br>高：100 mm　<br>出しろ：137 mm<br>質量：0.55 kg<br>器具光束：250 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：58.1 lm/W<br>デザイン分類：Casual<br>【ガラスカバー】乳白つや消し<br>天井直付型・壁直付型<br>Ra80<br>壁面・天井面取付専用<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>","LGB81564F","17100",
"壁直付型　LED（電球色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：99 mm　<br>高：221 mm　<br>出しろ：136 mm<br>質量：0.7 kg<br>器具光束：232 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：53.9 lm/W<br>デザイン分類：Vintage／Natural<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB81612K","33000",
"壁直付型　LED（温白色）　ブラケット　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（温白色）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：99 mm　<br>高：221 mm　<br>出しろ：136 mm<br>質量：0.7 kg<br>器具光束：232 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：53.9 lm/W<br>デザイン分類：Vintage／Natural<br>壁直付型<br>Ra80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>写真方向以外取り付け不可<br>","LGB81613K","33000",
"壁直付型　LED（電球色）　ブラケット　上下面カバー付（非密閉）　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：110 mm　<br>高：110 mm　<br>出しろ：110 mm<br>質量：0.4 kg<br>器具光束：211 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：49 lm/W<br>デザイン分類：Stylish Modern<br>壁直付型、上下面カバー付（非密閉）<br>Ra80<br>上下面カバー付（非密閉）<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ボックス取り付け不可<br>写真方向以外取り付け不可<br>天井近接限度30cm<br>","LGB87046F","19300",
"壁直付型　LED（電球色）　ブラケット　上面パネル下面カバー付（非密閉）　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：110 mm　<br>高：110 mm　<br>出しろ：110 mm<br>質量：0.4 kg<br>器具光束：150 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：34.8 lm/W<br>デザイン分類：Natural<br>【木製】ライトナチュラル<br>壁直付型、上面パネル下面カバー付（非密閉）<br>Ra80<br>上面パネル下面カバー付（非密閉）<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ボックス取り付け不可<br>写真方向以外取り付け不可<br>","LGB87000F","23900",
"壁直付型　LED（電球色）　ブラケット　上面パネル下面カバー付（非密閉）　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：110 mm　<br>高：110 mm　<br>出しろ：110 mm<br>質量：0.4 kg<br>器具光束：150 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：34.8 lm/W<br>デザイン分類：Natural<br>【木製】ミディアムブラウン<br>壁直付型、上面パネル下面カバー付（非密閉）<br>Ra80<br>上面パネル下面カバー付（非密閉）<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ボックス取り付け不可<br>写真方向以外取り付け不可<br>","LGB87001F","23900",
"壁直付型　LED（電球色）　ブラケット　上面パネル下面カバー付（非密閉）　LED電球交換型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：110 mm　<br>高：110 mm　<br>出しろ：110 mm<br>質量：0.4 kg<br>器具光束：150 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：34.8 lm/W<br>デザイン分類：Villa Resort<br>【木製】ダークブラウン<br>壁直付型、上面パネル下面カバー付（非密閉）<br>Ra80<br>上面パネル下面カバー付（非密閉）<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ボックス取り付け不可<br>写真方向以外取り付け不可<br>","LGB87002F","23900",
